Cli,10,1.0,0.0,1.0
Cli,11,1.0,1.0,1.0
Cli,12,0.48188405797101447,0.7101449275362319,0.6557971014492754
Cli,13,1.0,0.4666666666666667,0.780952380952381
Cli,14,0.35555555555555557,0.35555555555555557,0.35555555555555557
Cli,15,0.5210526315789473,0.4789473684210526,0.5210526315789473
Cli,16,0.7794117647058824,0.7794117647058824,0.3602941176470588
Cli,17,0.9130434782608695,0.6996047430830039,0.9130434782608695
Cli,18,0.47368421052631576,0.5087719298245614,0.5087719298245614
Cli,19,1.0,1.0,1.0
Cli,1,0.8382911392405064,0.4860759493670886,0.9268987341772152
Cli,20,1.0,0.45454545454545453,1.0
Cli,21,0.46938775510204084,0.49142857142857144,0.5208163265306123
Cli,22,0.6471774193548387,0.4838709677419355,0.5564516129032258
Cli,23,1.0,0.4444444444444444,1.0
Cli,24,1.0,1.0,1.0
Cli,25,1.0,1.0,1.0
Cli,26,0.7142857142857143,0.5238095238095238,0.7142857142857143
Cli,27,0.5054945054945055,0.5054945054945055,0.5054945054945055
Cli,28,1.0,1.0,1.0
Cli,29,0.4444444444444444,0.5555555555555556,0.4444444444444444
Cli,2,0.4,0.4,0.4
Cli,30,0.7210526315789474,0.43157894736842106,0.47368421052631576
Cli,31,0.5147058823529411,0.47368421052631576,0.5882352941176471
Cli,32,0.4444444444444444,0.4444444444444444,0.4444444444444444
Cli,33,1.0,1.0,1.0
Cli,34,0.7076023391812866,0.5087719298245614,0.6023391812865497
Cli,35,1.0,1.0,1.0
Cli,36,1.0,1.0,0.3333333333333333
Cli,37,1.0,0.39285714285714285,1.0
Cli,38,1.0,0.26666666666666666,1.0
Cli,39,1.0,0.3523809523809524,1.0
Cli,3,1.0,0.7362637362637363,0.7362637362637363
Cli,40,1.0,0.0,1.0
Cli,4,1.0,0.5,1.0
Cli,5,1.0,0.3333333333333333,1.0
Cli,7,1.0,1.0,1.0
Cli,8,1.0,1.0,1.0
Cli,9,1.0,0.3333333333333333,1.0
Closure,100,0.5692307692307692,0.5353846153846153,0.5692307692307692
Closure,101,1.0,0.4642857142857143,1.0
Closure,102,1.0,0.4,1.0
Closure,103,0.5151515151515151,0.48717948717948717,0.5909090909090909
Closure,104,1.0,0.0,1.0
Closure,105,1.0,0.27472527472527475,1.0
Closure,106,0.4666666666666667,1.0,0.4666666666666667
Closure,107,0.48717948717948717,0.8461538461538461,1.0
Closure,108,1.0,0.6,1.0
Closure,109,0.3333333333333333,0.3333333333333333,0.3333333333333333
Closure,10,0.9411764705882353,0.9411764705882353,0.9411764705882353
Closure,110,0.7118279569892473,0.4559139784946237,0.5956989247311828
Closure,111,1.0,1.0,1.0
